2024-08-16 22:24:35,432 INFO    StreamThr :1471415 [internal.py:wandb_internal():85] W&B internal server running at pid: 1471415, started at: 2024-08-16 22:24:35.431044
2024-08-16 22:24:35,435 DEBUG   HandlerThread:1471415 [handler.py:handle_request():158] handle_request: status
2024-08-16 22:24:35,437 INFO    WriterThread:1471415 [datastore.py:open_for_write():87] open: /users/cmk2000/cmk2000/Deep learning models/LLMs/Conditional-Diffusion-Models-for-IVP/wandb/run-20240816_222435-onkyiygm/run-onkyiygm.wandb
2024-08-16 22:24:35,439 DEBUG   SenderThread:1471415 [sender.py:send():391] send: header
2024-08-16 22:24:35,447 DEBUG   SenderThread:1471415 [sender.py:send():391] send: run
2024-08-16 22:24:35,784 INFO    SenderThread:1471415 [dir_watcher.py:__init__():211] watching files in: /users/cmk2000/cmk2000/Deep learning models/LLMs/Conditional-Diffusion-Models-for-IVP/wandb/run-20240816_222435-onkyiygm/files
2024-08-16 22:24:35,784 INFO    SenderThread:1471415 [sender.py:_start_run_threads():1200] run started: onkyiygm with start time 1723843475.432423
2024-08-16 22:24:35,784 DEBUG   HandlerThread:1471415 [handler.py:handle_request():158] handle_request: check_version
2024-08-16 22:24:35,785 DEBUG   SenderThread:1471415 [sender.py:send_request():418] send_request: check_version
2024-08-16 22:24:35,853 DEBUG   HandlerThread:1471415 [handler.py:handle_request():158] handle_request: run_start
2024-08-16 22:24:35,869 DEBUG   HandlerThread:1471415 [system_info.py:__init__():26] System info init
2024-08-16 22:24:35,869 DEBUG   HandlerThread:1471415 [system_info.py:__init__():41] System info init done
2024-08-16 22:24:35,869 INFO    HandlerThread:1471415 [system_monitor.py:start():194] Starting system monitor
2024-08-16 22:24:35,870 INFO    SystemMonitor:1471415 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-08-16 22:24:35,870 INFO    HandlerThread:1471415 [system_monitor.py:probe():214] Collecting system info
2024-08-16 22:24:35,880 INFO    SystemMonitor:1471415 [interfaces.py:start():188] Started cpu monitoring
2024-08-16 22:24:35,882 INFO    SystemMonitor:1471415 [interfaces.py:start():188] Started disk monitoring
2024-08-16 22:24:35,883 INFO    SystemMonitor:1471415 [interfaces.py:start():188] Started gpu monitoring
2024-08-16 22:24:35,883 INFO    SystemMonitor:1471415 [interfaces.py:start():188] Started memory monitoring
2024-08-16 22:24:35,883 INFO    SystemMonitor:1471415 [interfaces.py:start():188] Started network monitoring
2024-08-16 22:24:35,886 DEBUG   HandlerThread:1471415 [system_info.py:probe():152] Probing system
2024-08-16 22:24:35,896 DEBUG   HandlerThread:1471415 [system_info.py:_probe_git():137] Probing git
2024-08-16 22:24:35,907 DEBUG   HandlerThread:1471415 [system_info.py:_probe_git():145] Probing git done
2024-08-16 22:24:35,907 DEBUG   HandlerThread:1471415 [system_info.py:probe():200] Probing system done
