2024-08-18 23:27:37,385 INFO    StreamThr :2002527 [internal.py:wandb_internal():85] W&B internal server running at pid: 2002527, started at: 2024-08-18 23:27:37.384034
2024-08-18 23:27:37,404 DEBUG   HandlerThread:2002527 [handler.py:handle_request():158] handle_request: status
2024-08-18 23:27:37,409 INFO    WriterThread:2002527 [datastore.py:open_for_write():87] open: /users/cmk2000/cmk2000/Deep learning models/LLMs/Conditional-Diffusion-Models-for-IVP/wandb/run-20240818_232737-39nxnqm9/run-39nxnqm9.wandb
2024-08-18 23:27:37,411 DEBUG   SenderThread:2002527 [sender.py:send():391] send: header
2024-08-18 23:27:37,419 DEBUG   SenderThread:2002527 [sender.py:send():391] send: run
2024-08-18 23:27:37,838 INFO    SenderThread:2002527 [dir_watcher.py:__init__():211] watching files in: /users/cmk2000/cmk2000/Deep learning models/LLMs/Conditional-Diffusion-Models-for-IVP/wandb/run-20240818_232737-39nxnqm9/files
2024-08-18 23:27:37,838 INFO    SenderThread:2002527 [sender.py:_start_run_threads():1200] run started: 39nxnqm9 with start time 1724020057.387075
2024-08-18 23:27:37,899 DEBUG   HandlerThread:2002527 [handler.py:handle_request():158] handle_request: check_version
2024-08-18 23:27:37,899 DEBUG   SenderThread:2002527 [sender.py:send_request():418] send_request: check_version
2024-08-18 23:27:37,987 DEBUG   HandlerThread:2002527 [handler.py:handle_request():158] handle_request: run_start
2024-08-18 23:27:38,003 DEBUG   HandlerThread:2002527 [system_info.py:__init__():26] System info init
2024-08-18 23:27:38,003 DEBUG   HandlerThread:2002527 [system_info.py:__init__():41] System info init done
2024-08-18 23:27:38,003 INFO    HandlerThread:2002527 [system_monitor.py:start():194] Starting system monitor
2024-08-18 23:27:38,003 INFO    SystemMonitor:2002527 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-08-18 23:27:38,003 INFO    HandlerThread:2002527 [system_monitor.py:probe():214] Collecting system info
2024-08-18 23:27:38,014 INFO    SystemMonitor:2002527 [interfaces.py:start():188] Started cpu monitoring
2024-08-18 23:27:38,015 INFO    SystemMonitor:2002527 [interfaces.py:start():188] Started disk monitoring
2024-08-18 23:27:38,016 INFO    SystemMonitor:2002527 [interfaces.py:start():188] Started gpu monitoring
2024-08-18 23:27:38,017 INFO    SystemMonitor:2002527 [interfaces.py:start():188] Started memory monitoring
2024-08-18 23:27:38,017 INFO    SystemMonitor:2002527 [interfaces.py:start():188] Started network monitoring
2024-08-18 23:27:38,026 DEBUG   HandlerThread:2002527 [system_info.py:probe():152] Probing system
2024-08-18 23:27:38,041 DEBUG   HandlerThread:2002527 [system_info.py:_probe_git():137] Probing git
2024-08-18 23:27:38,053 DEBUG   HandlerThread:2002527 [system_info.py:_probe_git():145] Probing git done
2024-08-18 23:27:38,053 DEBUG   HandlerThread:2002527 [system_info.py:probe():200] Probing system done
