2024-08-12 20:36:42,837 INFO    StreamThr :3724731 [internal.py:wandb_internal():85] W&B internal server running at pid: 3724731, started at: 2024-08-12 20:36:42.833993
2024-08-12 20:36:42,840 DEBUG   HandlerThread:3724731 [handler.py:handle_request():158] handle_request: status
2024-08-12 20:36:42,841 INFO    WriterThread:3724731 [datastore.py:open_for_write():87] open: /users/cmk2000/cmk2000/Deep learning models/LLMs/Conditional-Diffusion-Models-for-IVP/wandb/run-20240812_203642-3sk78ugw/run-3sk78ugw.wandb
2024-08-12 20:36:42,843 DEBUG   SenderThread:3724731 [sender.py:send():391] send: header
2024-08-12 20:36:42,851 DEBUG   SenderThread:3724731 [sender.py:send():391] send: run
2024-08-12 20:36:43,235 DEBUG   HandlerThread:3724731 [handler.py:handle_request():158] handle_request: check_version
2024-08-12 20:36:43,236 INFO    SenderThread:3724731 [dir_watcher.py:__init__():211] watching files in: /users/cmk2000/cmk2000/Deep learning models/LLMs/Conditional-Diffusion-Models-for-IVP/wandb/run-20240812_203642-3sk78ugw/files
2024-08-12 20:36:43,236 INFO    SenderThread:3724731 [sender.py:_start_run_threads():1200] run started: 3sk78ugw with start time 1723491402.835079
2024-08-12 20:36:43,236 DEBUG   SenderThread:3724731 [sender.py:send_request():418] send_request: check_version
2024-08-12 20:36:43,315 DEBUG   HandlerThread:3724731 [handler.py:handle_request():158] handle_request: run_start
2024-08-12 20:36:43,332 DEBUG   HandlerThread:3724731 [system_info.py:__init__():26] System info init
2024-08-12 20:36:43,332 DEBUG   HandlerThread:3724731 [system_info.py:__init__():41] System info init done
2024-08-12 20:36:43,332 INFO    HandlerThread:3724731 [system_monitor.py:start():194] Starting system monitor
2024-08-12 20:36:43,332 INFO    SystemMonitor:3724731 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-08-12 20:36:43,332 INFO    HandlerThread:3724731 [system_monitor.py:probe():214] Collecting system info
2024-08-12 20:36:43,344 INFO    SystemMonitor:3724731 [interfaces.py:start():188] Started cpu monitoring
2024-08-12 20:36:43,345 INFO    SystemMonitor:3724731 [interfaces.py:start():188] Started disk monitoring
2024-08-12 20:36:43,346 INFO    SystemMonitor:3724731 [interfaces.py:start():188] Started gpu monitoring
2024-08-12 20:36:43,346 INFO    SystemMonitor:3724731 [interfaces.py:start():188] Started memory monitoring
2024-08-12 20:36:43,347 INFO    SystemMonitor:3724731 [interfaces.py:start():188] Started network monitoring
2024-08-12 20:36:43,356 DEBUG   HandlerThread:3724731 [system_info.py:probe():152] Probing system
2024-08-12 20:36:43,375 DEBUG   HandlerThread:3724731 [system_info.py:_probe_git():137] Probing git
